OrderID,Date,CustomerID,Category,PaymentMethod,ShippingStatus,Product,Price,Quantity
1032,04/25/2022,382.0,Beauty,Check,Returned,Shampoo,1839.942624460894,5.0
1033,05/04/2023,462.0,Books,PayPal,Delivered,Non-fiction,1673.3304386184675,2.0
1034,10/26/2023,318.0,Electronics,Cash,Pending,Smartphone,1097.4006473058862,10.0
1035,2023-02-04,225.0,Electronics,PayPal,Returned,Camera,897.4337363416221,7.0
1036,10/26/2023,334.0,Books,Check,Shipped,Textbook,"€385,88",7.0
1037,04-Dec-2023,494.0,Books,Bank Transfer,Returned,Children's,1606.5751146765765,6.0
1038,08/20/2022,408.0,,PayPal,CANCELLED,Headphones,119.2513283728423,5.0
1039,2022-03-11,177.0,Books,Credit Card,Delivered,Biography,1668.1610911792275,9.0
1040,14-Apr-2022,241.0,Books,PayPal,CANCELLED,Fiction,1541.3427947401528,7.0
1041,01-Jul-2023,213.0,Clothing,Check,CANCELLED,Jacket,$51.99,10.0
1042,07/02/2022,199.0,Home & Kitchen,,CANCELLED,Toaster,1970.384185262752,6.0
1043,2022-05-09,275.0,Home & Kitchen,Bank Transfer,Returned,Microwave,"€1917,07",6.0
1044,2022-02-05,325.0,Sports,Check,Pending,Running Shoes,467.28763306781286,10.0
1045,25-Jun-2023,495.0,Beauty,Cash,Shipped,Makeup Kit,1568.2732261939427,
1046,04/18/2023,338.0,,Cash,Returned,Yoga Mat,674.28 USD,4.0
1047,12/08/2023,320.0,Electronics,Bank Transfer,Shipped,Tablet,225.32716570112163,4.0
1048,06-Sep-2023,385.0,Books,Cash,Pending,Biography,60.7981691062237,7.0
1049,06-Nov-2023,454.0,Beauty,PayPal,Delivered,Shampoo,82.68008802587883,4.0
1050,2023-12-21,162.0,Sports,PayPal,Shipped,Tennis Racket,"€217,91",6.0
1051,26-Mar-2022,367.0,Beauty,Credit Card,CANCELLED,Makeup Kit,$1936.57,2.0
1052,01-Jun-2022,500.0,Electronics,Check,Pending,Laptop,1251.0826943860561,6.0
1053,10-Oct-2023,36.0,Clothing,PayPal,CANCELLED,T-shirt,330.42409153496624,4.0
1054,07/25/2023,265.0,Clothing,PayPal,Returned,Jeans,1343.6033453490493,
1055,01/11/2022,197.0,Electronics,Bank Transfer,CANCELLED,Camera,702.8597979521488,9.0
1056,2023-11-02,268.0,Clothing,Check,Shipped,Shoes,789.90 USD,7.0
1057,03/31/2022,159.0,Beauty,PayPal,CANCELLED,Moisturizer,"€556,99",4.0
1058,2022-07-02,295.0,Electronics,Bank Transfer,Returned,Camera,859.7778642007689,5.0
1059,30-Mar-2022,298.0,Clothing,Cash,Delivered,T-shirt,545.4324816265162,6.0
1060,2023-01-28,440.0,Sports,PayPal,Pending,Yoga Mat,1698.5663513335437,3.0
1061,2022-08-19,325.0,Electronics,Credit Card,Pending,Smartphone,$357.34,9.0
1062,2023-09-14,257.0,Sports,Cash,,Running Shoes,676.6085046646439,1.0
1063,2023-02-01,112.0,Home & Kitchen,Check,Delivered,Toaster,783.0268563969215,2.0
1064,03-Aug-2023,347.0,Sports,PayPal,Shipped,Tennis Racket,"€273,03",7.0
1065,05-Jan-2022,73.0,Beauty,Credit Card,Pending,Hairdryer,435.98807398866813,10.0
1066,09/19/2023,,Sports,Credit Card,Delivered,Dumbbells,116.93 USD,10.0
1067,2023-09-25,456.0,Sports,Credit Card,CANCELLED,Basketball,782.8047818154283,2.0
1068,2022-12-10,220.0,Home & Kitchen,Credit Card,Pending,Vacuum Cleaner,112.41863419447111,8.0
1069,02/10/2023,359.0,Beauty,Check,CANCELLED,Hairdryer,1587.0812945919758,
1070,02/13/2022,211.0,Books,Credit Card,CANCELLED,Biography,656.5221498114264,10.0
1071,22-Apr-2023,114.0,Electronics,Bank Transfer,Delivered,Laptop,$1729.06,8.0
1072,28-Jun-2023,385.0,Books,PayPal,Pending,Fiction,670.5696880080437,2.0
1073,2022-04-09,395.0,Home & Kitchen,Credit Card,Returned,Toaster,404.7327810770476,3.0
1074,09-Jun-2022,357.0,Home & Kitchen,Bank Transfer,Pending,Toaster,1365.1062729005503,6.0
1075,14-Jul-2022,23.0,Home & Kitchen,Cash,CANCELLED,Toaster,1049.1819901469885,4.0
1076,11/18/2023,15.0,Home & Kitchen,Check,CANCELLED,Microwave,1780.70 USD,10.0
1077,02/28/2022,202.0,Clothing,Credit Card,Shipped,Jacket,1135.8430986757492,4.0
1078,2023-07-28,297.0,Home & Kitchen,PayPal,Delivered,,"€1392,94",2.0
1079,2023-03-12,265.0,Electronics,Check,Delivered,Camera,157.30455611383755,7.0
1080,13-Oct-2022,291.0,Electronics,Check,Delivered,Tablet,1839.1056351255847,5.0
1081,12-Jun-2023,371.0,Home & Kitchen,PayPal,Shipped,Coffee Maker,$274.98,5.0
1082,06/15/2023,,Home & Kitchen,PayPal,Pending,Coffee Maker,1519.1216771772038,9.0
1083,2023-06-19,138.0,Books,Check,Shipped,Biography,1514.3600649423097,7.0
1084,12/20/2023,188.0,Sports,Check,Shipped,Basketball,306.5660155387876,
1085,2022-05-08,242.0,Sports,Cash,Pending,Basketball,"€1878,24",10.0
1086,06-Jun-2023,273.0,Sports,Credit Card,Shipped,Running Shoes,1547.91 USD,4.0
1087,09-Dec-2023,55.0,,Cash,Shipped,Running Shoes,1107.4816959032366,
1088,27-Aug-2022,98.0,Sports,Cash,Shipped,Basketball,719.4728544832531,10.0
1089,2023-03-15,239.0,Electronics,Bank Transfer,CANCELLED,Laptop,690.1924779518572,2.0
1090,2023-03-25,175.0,Sports,PayPal,Returned,Basketball,453.4432706193373,5.0
1091,30-Aug-2023,223.0,Books,,Shipped,Non-fiction,$19.75,10.0
1092,2023-09-12,379.0,Beauty,PayPal,CANCELLED,Perfume,"€1704,53",
1093,08/24/2023,453.0,Home & Kitchen,Bank Transfer,Delivered,Coffee Maker,400.1981779184312,2.0
1094,2023-06-09,17.0,Sports,Cash,Pending,Yoga Mat,351.9572640852278,2.0
1095,05/16/2023,378.0,Electronics,Cash,Delivered,Smartphone,756.8108169509543,
1096,08/08/2022,380.0,Sports,Bank Transfer,Returned,Tennis Racket,320.60 USD,5.0
1097,06/08/2022,135.0,Clothing,Check,CANCELLED,Jeans,511.6549368610742,1.0
1098,2022-10-20,475.0,Books,,CANCELLED,Non-fiction,587.8979547334839,5.0
1099,10/26/2023,431.0,,Cash,Shipped,Yoga Mat,"€1271,22",5.0
1100,11/22/2023,269.0,,Cash,Delivered,Dress,742.2898518519489,4.0
1101,12-Feb-2022,350.0,Books,Credit Card,Pending,Non-fiction,$1493.98,4.0
1102,06-Dec-2022,14.0,Clothing,PayPal,Shipped,Jeans,1035.9756676816319,
1103,10/31/2023,125.0,Home & Kitchen,Cash,Returned,Vacuum Cleaner,1772.726300897877,7.0
1104,08/11/2022,402.0,Clothing,Credit Card,Returned,Dress,742.5711177672272,4.0
1105,2022-11-27,304.0,Clothing,Check,Returned,,1675.9491856353789,7.0
1106,13-Jul-2022,404.0,Sports,,CANCELLED,Basketball,"€917,35",5.0
1107,01-Mar-2023,231.0,Home & Kitchen,Credit Card,Pending,Vacuum Cleaner,1283.5300906174568,1.0
1108,2023-10-20,126.0,Books,Credit Card,Shipped,Non-fiction,1502.0181830918548,
1109,04-Oct-2022,,Electronics,Credit Card,Pending,Smartphone,1600.0420484195681,5.0
1110,06/10/2022,484.0,Electronics,Check,Shipped,,1431.228923488371,2.0
1111,17-Jan-2022,140.0,Sports,Check,Delivered,Dumbbells,$379.22,3.0
1112,2022-09-11,158.0,Clothing,PayPal,Pending,Jacket,104.02025571112557,6.0
1113,22-Mar-2022,77.0,Beauty,Credit Card,Shipped,Hairdryer,"€511,45",5.0
1114,08/07/2023,453.0,Home & Kitchen,,CANCELLED,Blender,158.21009564861305,2.0
1115,01-Jul-2022,5.0,Home & Kitchen,Credit Card,Returned,Coffee Maker,1703.3417003349277,7.0
1116,2022-08-18,40.0,Sports,Bank Transfer,Shipped,Running Shoes,644.00 USD,2.0
1117,30-Nov-2022,88.0,Sports,Credit Card,Shipped,Basketball,321.97073146181,9.0
1118,02/06/2022,459.0,Electronics,Bank Transfer,Shipped,Headphones,1870.477892384396,10.0
1119,2023-06-24,224.0,Clothing,,Returned,Shoes,804.1099680236573,3.0
1120,2022-06-17,357.0,Home & Kitchen,Credit Card,,Vacuum Cleaner,"€1779,22",3.0
1121,06/13/2023,8.0,Beauty,Check,,,$1456.09,
1122,11-Aug-2022,243.0,Clothing,PayPal,Delivered,Shoes,1190.958874057737,3.0
1123,05/15/2022,,Beauty,Credit Card,Pending,Hairdryer,1707.3749514352457,2.0
1124,2023-04-23,57.0,Sports,Check,Pending,Yoga Mat,843.6050362849788,1.0
1125,08-Oct-2023,140.0,Clothing,PayPal,Pending,T-shirt,1860.7188846524316,
1126,2022-07-06,110.0,Electronics,Check,Pending,Camera,1569.63 USD,8.0
1127,20-Nov-2023,384.0,Electronics,Bank Transfer,Returned,Smartphone,"€822,85",10.0
1128,09/21/2023,154.0,Beauty,Check,Returned,Hairdryer,1825.536299341313,2.0
1129,20-Sep-2023,446.0,Books,PayPal,Shipped,Biography,837.8328015669814,1.0
1130,02-Mar-2023,328.0,Books,Check,Pending,Children's,1000.6066260010278,8.0
1131,27-Feb-2022,149.0,Electronics,Cash,Returned,Camera,$313.69,2.0
1132,2023-11-20,420.0,Clothing,Bank Transfer,Shipped,Jacket,561.4876125873194,5.0
1133,2022-10-08,426.0,Sports,Cash,Shipped,Basketball,309.80442984907245,7.0
1134,31-Aug-2023,41.0,Electronics,Bank Transfer,Shipped,Headphones,"€1339,43",3.0
1135,01/26/2023,62.0,Home & Kitchen,Check,Returned,Microwave,828.594349473471,2.0
1136,2022-09-17,354.0,Sports,PayPal,CANCELLED,Dumbbells,1934.73 USD,6.0
1137,04-Jun-2022,13.0,Sports,PayPal,Pending,Running Shoes,1436.1173085379844,2.0
1138,18-May-2023,258.0,Electronics,Check,Shipped,,1194.7420998106397,7.0
1139,23-May-2022,143.0,Electronics,PayPal,Returned,Laptop,1958.491264457406,6.0
1140,29-Nov-2022,122.0,Home & Kitchen,Cash,Shipped,Coffee Maker,644.9672083947789,4.0
1141,04/27/2023,133.0,Sports,Check,Pending,Yoga Mat,$1297.81,10.0
1142,2023-12-29,144.0,Books,Cash,CANCELLED,Non-fiction,1730.5449565987276,9.0
1143,11-Jan-2022,231.0,Electronics,Check,Returned,Camera,1660.4622718436165,1.0
1144,03-Nov-2022,482.0,Home & Kitchen,Cash,Delivered,Microwave,1476.3581846788832,2.0
1145,09/20/2022,268.0,Sports,Bank Transfer,CANCELLED,Tennis Racket,239.1770207639263,3.0
1146,2022-09-30,,Sports,Credit Card,Delivered,Tennis Racket,783.97 USD,3.0
1147,2022-09-12,216.0,Beauty,Check,Pending,Moisturizer,109.70643894295195,4.0
1148,03-Jun-2022,23.0,Beauty,Bank Transfer,Shipped,Perfume,"€1995,95",3.0
1149,20-May-2022,198.0,Books,PayPal,Shipped,,192.6852734258331,9.0
1150,2023-12-11,72.0,Clothing,Bank Transfer,Pending,T-shirt,1148.177351159166,5.0
